Date,Ville,Température (°C),Précipitations (mm)
2024-05-23,Victoria,,
2024-05-24,Toronto,-7.3,14.6
2024-05-24,Vancouver,10.8,31.2
2024-05-24,Montreal,14.2,15.8
2024-05-24,Calgary,34.7,90.6
2024-05-24,Ottawa,-7.9,86.2
2024-05-24,Edmonton,17.0,54.4
2024-05-24,Quebec City,3.3,19.2
2024-05-24,Winnipeg,-0.9,77.5
2024-05-24,Halifax,21.6,
2024-05-24,Victoria,11.6,47.2
2024-05-25,Toronto,27.6,39.0
2024-05-25,Vancouver,24.5,
2024-05-25,Montreal,,12.5
2024-05-25,Calgary,13.6,
2024-05-25,Ottawa,20.8,29.8
2024-05-25,Edmonton,23.1,
2024-05-25,Quebec City,-4.2,27.5
2024-05-25,Winnipeg,,
2024-05-25,Halifax,24.3,84.6
2024-05-25,Victoria,8.1,61.7
2024-05-26,Toronto,10.8,26.8
2024-05-26,Vancouver,22.6,76.5
2024-05-26,Montreal,-1.1,21.2
2024-05-26,Calgary,16.6,82.0
2024-05-26,Ottawa,-7.2,15.4
2024-05-26,Edmonton,12.6,
2024-05-26,Quebec City,14.4,
2024-05-26,Winnipeg,15.9,
2024-05-26,Halifax,14.2,25.0
2024-05-26,Victoria,25.8,32.1
2024-05-27,Toronto,,11.3
2024-05-27,Vancouver,12.3,73.7
2024-05-27,Montreal,17.0,
2024-05-27,Calgary,4.1,51.6
2024-05-27,Ottawa,24.5,16.7
2024-05-27,Edmonton,,
2024-05-27,Quebec City,10.5,83.6
2024-05-27,Winnipeg,-0.2,87.1
2024-05-27,Halifax,15.1,67.2
2024-05-27,Victoria,-6.9,74.1
2024-05-28,Toronto,18.2,
2024-05-28,Vancouver,6.8,
2024-05-28,Montreal,13.8,73.5
2024-05-28,Calgary,-5.2,29.5
2024-05-28,Ottawa,33.3,11.1
2024-05-28,Edmonton,6.0,97.5
2024-05-28,Quebec City,32.6,
2024-05-28,Winnipeg,-7.4,
2024-05-28,Halifax,,57.0
2024-05-28,Victoria,22.6,62.6
2024-05-29,Toronto,29.7,2.2
2024-05-29,Vancouver,31.4,43.8
2024-05-29,Montreal,,92.7
2024-05-29,Calgary,24.0,
2024-05-29,Ottawa,19.6,
2024-05-29,Edmonton,,
2024-05-29,Quebec City,33.0,
2024-05-29,Winnipeg,31.4,41.9
2024-05-29,Halifax,6.6,45.6
2024-05-29,Victoria,-9.1,81.0
2024-05-30,Toronto,22.3,2.5
2024-05-30,Vancouver,31.8,30.7
2024-05-30,Montreal,12.4,92.2
2024-05-30,Calgary,0.3,48.5
2024-05-30,Ottawa,5.4,
2024-05-30,Edmonton,2.2,8.3
2024-05-30,Quebec City,,70.0
2024-05-30,Winnipeg,,48.7
2024-05-30,Halifax,,
2024-05-30,Victoria,,13.8
2024-05-31,Toronto,-4.6,13.4
2024-05-31,Vancouver,,16.0
2024-05-31,Montreal,8.6,48.5
2024-05-31,Calgary,33.0,7.8
2024-05-31,Ottawa,,
2024-05-31,Edmonton,6.8,
2024-05-31,Quebec City,29.2,78.4
2024-05-31,Winnipeg,18.2,
2024-05-31,Halifax,28.2,54.8
2024-05-31,Victoria,,
2024-06-01,Toronto,,
2024-06-01,Vancouver,31.4,35.0
2024-06-01,Montreal,,14.3
2024-06-01,Calgary,-2.4,14.6
2024-06-01,Ottawa,11.4,38.1
2024-06-01,Edmonton,-8.0,26.2
2024-06-01,Quebec City,13.8,29.1
2024-06-01,Winnipeg,6.6,77.1
2024-06-01,Halifax,5.4,50.5
2024-06-01,Victoria,-9.4,
2024-06-02,Toronto,-1.4,89.6
2024-06-02,Vancouver,-7.7,
2024-06-02,Montreal,-9.8,
2024-06-02,Calgary,12.4,
2024-06-02,Ottawa,6.6,59.3
2024-06-02,Edmonton,-0.3,84.1
2024-06-02,Quebec City,25.1,13.1
2024-06-02,Winnipeg,5.0,67.4
2024-06-02,Halifax,3.2,80.9
2024-06-02,Victoria,22.0,
2024-06-03,Toronto,2.6,84.5
2024-06-03,Vancouver,-4.2,
2024-06-03,Montreal,,1.2
2024-06-03,Calgary,32.0,
2024-06-03,Ottawa,24.9,
2024-06-03,Edmonton,,33.7
2024-06-03,Quebec City,-1.2,72.3
2024-06-03,Winnipeg,17.9,28.1
2024-06-03,Halifax,21.9,
2024-06-03,Victoria,,90.0
2024-06-04,Toronto,,21.9
2024-06-04,Vancouver,,
2024-06-04,Montreal,22.6,20.2
2024-06-04,Calgary,23.9,
2024-06-04,Ottawa,3.5,28.3
2024-06-04,Edmonton,-9.4,56.4
2024-06-04,Quebec City,5.4,62.5
2024-06-04,Winnipeg,-4.2,63.6
2024-06-04,Halifax,29.9,40.6
2024-06-04,Victoria,33.1,
2024-06-05,Toronto,-3.2,69.0
2024-06-05,Vancouver,8.7,
2024-06-05,Montreal,11.7,70.6
2024-06-05,Calgary,31.9,21.6
2024-06-05,Ottawa,12.8,
2024-06-05,Edmonton,24.5,
2024-06-05,Quebec City,18.0,51.9
2024-06-05,Winnipeg,10.0,
2024-06-05,Halifax,15.9,38.6
2024-06-05,Victoria,7.3,77.5
2024-06-06,Toronto,27.8,
2024-06-06,Vancouver,31.5,
2024-06-06,Montreal,28.9,71.3
2024-06-06,Calgary,24.0,28.7
2024-06-06,Ottawa,,48.7
2024-06-06,Edmonton,,85.2
2024-06-06,Quebec City,,46.6
2024-06-06,Winnipeg,14.0,88.9
2024-06-06,Halifax,,
2024-06-06,Victoria,12.2,
2024-06-07,Toronto,4.4,89.6
2024-06-07,Vancouver,25.0,20.0
2024-06-07,Montreal,12.9,33.6
2024-06-07,Calgary,,52.4
2024-06-07,Ottawa,-9.9,59.2
2024-06-07,Edmonton,-5.5,20.9
2024-06-07,Quebec City,30.0,96.7
2024-06-07,Winnipeg,,73.5
2024-06-07,Halifax,20.7,36.5
2024-06-07,Victoria,21.2,72.0
2024-06-08,Toronto,11.1,20.3
2024-06-08,Vancouver,11.1,40.5
2024-06-08,Montreal,4.8,25.1
2024-06-08,Calgary,,12.4
2024-06-08,Ottawa,10.7,
2024-06-08,Edmonton,28.8,22.0
2024-06-08,Quebec City,17.8,
2024-06-08,Winnipeg,1.1,14.5
2024-06-08,Halifax,-0.9,73.8
2024-06-08,Victoria,,77.6
2024-06-09,Toronto,15.9,59.0
2024-06-09,Vancouver,31.7,64.6
2024-06-09,Montreal,10.0,43.0
2024-06-09,Calgary,8.1,
2024-06-09,Ottawa,,
2024-06-09,Edmonton,8.9,43.4
2024-06-09,Quebec City,20.6,69.7
2024-06-09,Winnipeg,,21.0
2024-06-09,Halifax,-5.3,
2024-06-09,Victoria,15.0,98.8
2024-06-10,Toronto,34.9,
2024-06-10,Vancouver,32.1,28.3
2024-06-10,Montreal,11.7,45.9
2024-06-10,Calgary,30.8,17.5
2024-06-10,Ottawa,10.3,57.4
2024-06-10,Edmonton,1.2,72.6
2024-06-10,Quebec City,17.7,56.8
2024-06-10,Winnipeg,28.4,79.3
2024-06-10,Halifax,33.3,92.1
2024-06-10,Victoria,13.5,86.7
2024-06-11,Toronto,20.5,
2024-06-11,Vancouver,,83.8
2024-06-11,Montreal,35.0,68.5
2024-06-11,Calgary,17.3,20.8
2024-06-11,Ottawa,10.9,
2024-06-11,Edmonton,19.0,
2024-06-11,Quebec City,-6.5,27.7
2024-06-11,Winnipeg,8.9,54.0
2024-06-11,Halifax,,10.9
2024-06-11,Victoria,27.7,
2024-06-12,Toronto,15.5,45.3
2024-06-12,Vancouver,15.2,
2024-06-12,Montreal,-7.2,13.8
2024-06-12,Calgary,2.5,6.4
2024-06-12,Ottawa,-7.1,
2024-06-12,Edmonton,5.3,67.1
2024-06-12,Quebec City,,77.3
2024-06-12,Winnipeg,34.4,
2024-06-12,Halifax,-6.0,9.0
2024-06-12,Victoria,,62.7
2024-06-13,Toronto,14.2,
2024-06-13,Vancouver,-3.5,89.0
2024-06-13,Montreal,27.4,
2024-06-13,Calgary,0.9,33.5
2024-06-13,Ottawa,20.1,13.0
2024-06-13,Edmonton,-2.9,42.0
2024-06-13,Quebec City,,
2024-06-13,Winnipeg,23.6,90.6
2024-06-13,Halifax,19.9,78.4
2024-06-13,Victoria,25.5,
2024-06-14,Toronto,-2.4,25.7
2024-06-14,Vancouver,12.4,41.4
2024-06-14,Montreal,26.2,97.2
2024-06-14,Calgary,25.0,
2024-06-14,Ottawa,23.5,
2024-06-14,Edmonton,12.1,15.7
2024-06-14,Quebec City,,42.7
2024-06-14,Winnipeg,18.5,96.0
2024-06-14,Halifax,28.7,57.3
2024-06-14,Victoria,,46.8
2024-06-15,Toronto,13.8,41.5
2024-06-15,Vancouver,34.1,24.4
2024-06-15,Montreal,-0.9,
2024-06-15,Calgary,27.2,71.3
2024-06-15,Ottawa,27.6,93.7
2024-06-15,Edmonton,,91.6
2024-06-15,Quebec City,,32.8
2024-06-15,Winnipeg,10.9,
2024-06-15,Halifax,4.6,81.6
2024-06-15,Victoria,,68.1
2024-06-16,Toronto,11.0,
2024-06-16,Vancouver,-1.4,53.5
2024-06-16,Montreal,31.5,65.4
2024-06-16,Calgary,17.3,64.7
2024-06-16,Ottawa,25.0,26.7
2024-06-16,Edmonton,30.0,66.1
2024-06-16,Quebec City,20.7,
2024-06-16,Winnipeg,26.5,
2024-06-16,Halifax,2.6,97.0
2024-06-16,Victoria,13.5,40.6
2024-06-17,Toronto,-6.0,17.4
2024-06-17,Vancouver,20.6,60.5
2024-06-17,Montreal,3.4,51.6
2024-06-17,Calgary,1.4,6.0
2024-06-17,Ottawa,5.5,65.3
2024-06-17,Edmonton,0.9,72.1
2024-06-17,Quebec City,5.4,6.8
2024-06-17,Winnipeg,,
2024-06-17,Halifax,0.2,51.3
2024-06-17,Victoria,29.1,14.2
2024-06-18,Toronto,,
2024-06-18,Vancouver,0.8,
2024-06-18,Montreal,33.8,80.8
2024-06-18,Calgary,18.0,
2024-06-18,Ottawa,12.4,52.5
2024-06-18,Edmonton,-9.5,51.0
2024-06-18,Quebec City,7.7,
2024-06-18,Winnipeg,32.7,
2024-06-18,Halifax,29.2,55.5
2024-06-18,Victoria,11.1,60.9
2024-06-19,Toronto,,46.7
2024-06-19,Vancouver,27.1,82.2
2024-06-19,Montreal,23.7,48.0
2024-06-19,Calgary,6.3,
2024-06-19,Ottawa,,
2024-06-19,Edmonton,23.8,10.8
2024-06-19,Quebec City,12.8,10.6
2024-06-19,Winnipeg,,37.3
2024-06-19,Halifax,14.3,
2024-06-19,Victoria,20.7,2.2
2024-06-20,Toronto,21.0,22.4
2024-06-20,Vancouver,13.9,53.1
2024-06-20,Montreal,-9.9,
2024-06-20,Calgary,27.7,14.1
2024-06-20,Ottawa,17.7,46.1
2024-06-20,Edmonton,8.3,10.1
2024-06-20,Quebec City,-3.5,77.6
2024-06-20,Winnipeg,-3.1,78.7
2024-06-20,Halifax,12.7,30.5
2024-06-20,Victoria,-2.6,44.8
2024-06-21,Toronto,17.4,44.5
2024-06-21,Vancouver,-6.9,12.8
2024-06-21,Montreal,-9.8,
2024-06-21,Calgary,-7.4,85.4
2024-06-21,Ottawa,18.8,89.3
2024-06-21,Edmonton,31.7,32.7
2024-06-21,Quebec City,25.1,
2024-06-21,Winnipeg,15.9,57.7
2024-06-21,Halifax,31.9,79.7
2024-06-21,Victoria,34.5,39.9
2024-06-22,Toronto,,
2024-06-22,Vancouver,-1.4,
2024-06-22,Montreal,,12.1
2024-06-22,Calgary,6.6,65.1
2024-06-22,Ottawa,16.0,71.9
2024-06-22,Edmonton,6.2,62.6
2024-06-22,Quebec City,17.3,2.7
2024-06-22,Winnipeg,28.2,66.6
2024-06-22,Halifax,5.9,42.7
2024-06-22,Victoria,-5.0,9.4
2024-06-23,Toronto,5.3,25.4
2024-06-23,Vancouver,-6.5,
2024-06-23,Montreal,12.1,48.5
2024-06-23,Calgary,4.9,
2024-06-23,Ottawa,11.3,
2024-06-23,Edmonton,9.0,60.3
2024-06-23,Quebec City,20.4,29.0
2024-06-23,Winnipeg,,
2024-06-23,Halifax,,19.7
2024-06-23,Victoria,-8.4,76.0
2024-06-24,Toronto,,10.3
2024-06-24,Vancouver,24.2,
2024-06-24,Montreal,11.1,68.0
2024-06-24,Calgary,,42.3
2024-06-24,Ottawa,-2.6,
2024-06-24,Edmonton,,
2024-06-24,Quebec City,14.2,12.2
2024-06-24,Winnipeg,12.3,
2024-06-24,Halifax,,0.8
2024-06-24,Victoria,19.4,33.8
2024-06-25,Toronto,-5.0,81.3
2024-06-25,Vancouver,5.7,
2024-06-25,Montreal,-8.1,67.5
2024-06-25,Calgary,,24.4
2024-06-25,Ottawa,17.6,9.4
2024-06-25,Edmonton,16.3,59.2
2024-06-25,Quebec City,14.5,70.5
2024-06-25,Winnipeg,,76.8
2024-06-25,Halifax,30.2,53.4
2024-06-25,Victoria,-7.2,64.2
2024-06-26,Toronto,,7.5
2024-06-26,Vancouver,-7.8,
2024-06-26,Montreal,-5.7,
2024-06-26,Calgary,-4.1,30.5
2024-06-26,Ottawa,-5.4,48.5
2024-06-26,Edmonton,,50.3
2024-06-26,Quebec City,10.5,12.9
2024-06-26,Winnipeg,0.7,94.6
2024-06-26,Halifax,32.5,46.3
2024-06-26,Victoria,,83.3
2024-06-27,Toronto,-5.6,25.1
2024-06-27,Vancouver,18.0,
2024-06-27,Montreal,,19.9
2024-06-27,Calgary,-7.7,
2024-06-27,Ottawa,15.5,10.2
2024-06-27,Edmonton,16.1,
2024-06-27,Quebec City,-5.2,62.4
2024-06-27,Winnipeg,24.1,21.7
2024-06-27,Halifax,-4.1,
2024-06-27,Victoria,21.3,32.0
2024-06-28,Toronto,25.2,35.8
2024-06-28,Vancouver,5.9,
2024-06-28,Montreal,13.9,57.2
2024-06-28,Calgary,16.5,49.1
2024-06-28,Ottawa,11.5,79.0
2024-06-28,Edmonton,,86.5
2024-06-28,Quebec City,,
2024-06-28,Winnipeg,,66.2
2024-06-28,Halifax,31.4,46.5
2024-06-28,Victoria,8.3,
2024-06-29,Toronto,-7.3,56.5
2024-06-29,Vancouver,31.3,27.5
2024-06-29,Montreal,-6.4,
2024-06-29,Calgary,,54.1
2024-06-29,Ottawa,31.4,
2024-06-29,Edmonton,14.5,53.6
2024-06-29,Quebec City,,86.1
2024-06-29,Winnipeg,-2.6,44.2
2024-06-29,Halifax,,
2024-06-29,Victoria,-4.3,83.8
2024-06-30,Toronto,6.5,13.6
2024-06-30,Vancouver,16.5,86.2
2024-06-30,Montreal,33.2,52.6
2024-06-30,Calgary,-3.8,3.2
2024-06-30,Ottawa,31.0,13.9
2024-06-30,Edmonton,21.5,98.0
2024-06-30,Quebec City,9.1,30.7
2024-06-30,Winnipeg,,
2024-06-30,Halifax,26.0,12.6
2024-06-30,Victoria,30.8,55.9
2024-07-01,Toronto,12.0,11.6
2024-07-01,Vancouver,9.1,30.1
2024-07-01,Montreal,12.6,84.8
2024-07-01,Calgary,4.9,91.8
2024-07-01,Ottawa,27.4,53.2
2024-07-01,Edmonton,3.5,39.3
2024-07-01,Quebec City,33.0,
2024-07-01,Winnipeg,6.4,
2024-07-01,Halifax,-6.5,24.7
2024-07-01,Victoria,11.6,60.8
2024-07-02,Toronto,33.7,95.8
2024-07-02,Vancouver,,10.7
2024-07-02,Montreal,2.3,
2024-07-02,Calgary,,17.8
2024-07-02,Ottawa,30.8,18.8
2024-07-02,Edmonton,3.9,
2024-07-02,Quebec City,10.3,81.2
2024-07-02,Winnipeg,31.0,43.1
2024-07-02,Halifax,26.0,93.1
2024-07-02,Victoria,10.3,61.0
2024-07-03,Toronto,20.9,92.2
2024-07-03,Vancouver,30.9,35.8
2024-07-03,Montreal,,90.3
2024-07-03,Calgary,,7.2
2024-07-03,Ottawa,22.9,14.6
2024-07-03,Edmonton,,
2024-07-03,Quebec City,,53.1
2024-07-03,Winnipeg,16.1,59.0
2024-07-03,Halifax,-0.9,59.2
2024-07-03,Victoria,,18.5
2024-07-04,Toronto,-3.2,69.1
2024-07-04,Vancouver,,
2024-07-04,Montreal,,36.7
2024-07-04,Calgary,,93.9
2024-07-04,Ottawa,1.2,6.9
2024-07-04,Edmonton,16.8,
2024-07-04,Quebec City,,43.4
2024-07-04,Winnipeg,6.6,53.8
2024-07-04,Halifax,23.9,72.2
2024-07-04,Victoria,28.4,35.4
2024-07-05,Toronto,,93.3
2024-07-05,Vancouver,,90.8
2024-07-05,Montreal,4.4,
2024-07-05,Calgary,-9.5,3.2
2024-07-05,Ottawa,15.7,81.2
2024-07-05,Edmonton,15.1,17.1
2024-07-05,Quebec City,3.9,70.3
2024-07-05,Winnipeg,11.6,
2024-07-05,Halifax,13.3,36.8
2024-07-05,Victoria,34.6,64.9
2024-07-06,Toronto,,98.0
2024-07-06,Vancouver,12.8,
2024-07-06,Montreal,1.5,
2024-07-06,Calgary,22.3,7.2
2024-07-06,Ottawa,,88.8
2024-07-06,Edmonton,24.8,96.6
2024-07-06,Quebec City,2.3,76.9
2024-07-06,Winnipeg,,50.7
2024-07-06,Halifax,17.1,45.9
2024-07-06,Victoria,7.6,42.3
2024-07-07,Toronto,30.8,59.6
2024-07-07,Vancouver,,60.2
2024-07-07,Montreal,,
2024-07-07,Calgary,,26.0
2024-07-07,Ottawa,6.1,74.4
2024-07-07,Edmonton,-2.7,7.7
2024-07-07,Quebec City,27.1,10.9
2024-07-07,Winnipeg,,
2024-07-07,Halifax,-0.3,77.9
2024-07-07,Victoria,10.7,85.8
2024-07-08,Toronto,-1.0,
2024-07-08,Vancouver,15.9,45.9
2024-07-08,Montreal,26.1,65.5
2024-07-08,Calgary,29.1,
2024-07-08,Ottawa,34.5,
2024-07-08,Edmonton,30.1,58.0
2024-07-08,Quebec City,19.4,
2024-07-08,Winnipeg,-2.1,10.8
2024-07-08,Halifax,18.0,90.0
2024-07-08,Victoria,13.1,
2024-07-09,Toronto,,
2024-07-09,Vancouver,0.9,50.9
2024-07-09,Montreal,-2.9,50.8
2024-07-09,Calgary,13.7,63.1
2024-07-09,Ottawa,13.1,
2024-07-09,Edmonton,19.7,
2024-07-09,Quebec City,,54.3
2024-07-09,Winnipeg,28.6,
2024-07-09,Halifax,12.4,86.8
2024-07-09,Victoria,28.6,88.3
2024-07-10,Toronto,-2.1,84.0
2024-07-10,Vancouver,22.6,
2024-07-10,Montreal,-0.2,
2024-07-10,Calgary,17.5,13.0
2024-07-10,Ottawa,13.4,26.3
2024-07-10,Edmonton,10.0,26.5
2024-07-10,Quebec City,14.9,78.2
2024-07-10,Winnipeg,-5.0,
2024-07-10,Halifax,9.0,84.8
2024-07-10,Victoria,,
2024-07-11,Toronto,-1.3,
2024-07-11,Vancouver,,57.4
2024-07-11,Montreal,14.3,61.9
2024-07-11,Calgary,-7.1,
2024-07-11,Ottawa,17.3,6.0
2024-07-11,Edmonton,17.5,41.8
2024-07-11,Quebec City,,
2024-07-11,Winnipeg,30.8,24.5
2024-07-11,Halifax,-6.7,36.0
2024-07-11,Victoria,-6.4,54.7
2024-07-12,Toronto,30.9,
2024-07-12,Vancouver,19.8,
2024-07-12,Montreal,33.4,
2024-07-12,Calgary,-7.6,74.7
2024-07-12,Ottawa,32.8,63.5
2024-07-12,Edmonton,,
2024-07-12,Quebec City,11.1,86.8
2024-07-12,Winnipeg,0.1,33.1
2024-07-12,Halifax,-1.3,75.1
2024-07-12,Victoria,26.8,23.8
2024-07-13,Toronto,34.3,95.5
2024-07-13,Vancouver,,
2024-07-13,Montreal,,69.4
2024-07-13,Calgary,,47.2
2024-07-13,Ottawa,14.4,
2024-07-13,Edmonton,9.5,72.9
2024-07-13,Quebec City,-0.5,15.6
2024-07-13,Winnipeg,-8.8,28.2
2024-07-13,Halifax,11.8,59.0
2024-07-13,Victoria,1.6,66.7
2024-07-14,Toronto,28.4,
2024-07-14,Vancouver,9.8,37.4
2024-07-14,Montreal,17.0,44.6
2024-07-14,Calgary,,
2024-07-14,Ottawa,-3.2,73.6
2024-07-14,Edmonton,16.1,8.2
2024-07-14,Quebec City,13.8,1.5
2024-07-14,Winnipeg,-3.4,79.1
2024-07-14,Halifax,4.3,99.5
2024-07-14,Victoria,10.1,94.2
2024-07-15,Toronto,-2.6,10.2
2024-07-15,Vancouver,7.7,
2024-07-15,Montreal,-2.8,
2024-07-15,Calgary,,37.2
2024-07-15,Ottawa,7.7,
2024-07-15,Edmonton,5.1,13.7
2024-07-15,Quebec City,21.8,57.7
2024-07-15,Winnipeg,-2.7,11.6
2024-07-15,Halifax,,51.8
2024-07-15,Victoria,12.8,74.0
2024-07-16,Toronto,,
2024-07-16,Vancouver,32.7,
2024-07-16,Montreal,33.3,
2024-07-16,Calgary,-9.1,88.4
2024-07-16,Ottawa,32.0,
2024-07-16,Edmonton,25.0,56.5
2024-07-16,Quebec City,,38.9
2024-07-16,Winnipeg,11.9,67.4
2024-07-16,Halifax,32.5,4.3
2024-07-16,Victoria,10.9,0.6
2024-07-17,Toronto,20.8,21.2
2024-07-17,Vancouver,,28.6
2024-07-17,Montreal,1.3,82.2
2024-07-17,Calgary,-5.2,59.1
2024-07-17,Ottawa,,29.9
2024-07-17,Edmonton,-9.2,56.7
2024-07-17,Quebec City,,40.5
2024-07-17,Winnipeg,28.1,75.5
2024-07-17,Halifax,-5.2,35.0
2024-07-17,Victoria,4.3,73.8
2024-07-18,Toronto,,5.5
2024-07-18,Vancouver,16.9,89.7
2024-07-18,Montreal,,87.1
2024-07-18,Calgary,,3.7
2024-07-18,Ottawa,-2.5,
2024-07-18,Edmonton,26.1,29.0
2024-07-18,Quebec City,-3.9,78.8
2024-07-18,Winnipeg,,96.2
2024-07-18,Halifax,-3.0,98.4
2024-07-18,Victoria,11.1,
2024-07-19,Toronto,11.3,28.7
2024-07-19,Vancouver,,
2024-07-19,Montreal,28.9,82.3
2024-07-19,Calgary,,
2024-07-19,Ottawa,27.2,
2024-07-19,Edmonton,32.5,
2024-07-19,Quebec City,,21.1
2024-07-19,Winnipeg,5.9,9.7
2024-07-19,Halifax,,96.3
2024-07-19,Victoria,,41.4
2024-07-20,Toronto,,
2024-07-20,Vancouver,-1.2,21.1
2024-07-20,Montreal,2.7,
2024-07-20,Calgary,,31.9
2024-07-20,Ottawa,24.9,4.2
2024-07-20,Edmonton,-0.8,
2024-07-20,Quebec City,4.1,9.3
2024-07-20,Winnipeg,19.4,59.0
2024-07-20,Halifax,2.8,61.9
2024-07-20,Victoria,4.6,25.6
2024-07-21,Toronto,,29.6
2024-07-21,Vancouver,10.1,77.9
2024-07-21,Montreal,30.6,53.0
2024-07-21,Calgary,,64.0
2024-07-21,Ottawa,26.3,
2024-07-21,Edmonton,12.9,11.1
2024-07-21,Quebec City,-7.6,29.7
2024-07-21,Winnipeg,11.8,71.2
2024-07-21,Halifax,,92.2
2024-07-21,Victoria,,
2024-07-22,Toronto,,64.8
2024-07-22,Vancouver,22.8,87.3
2024-07-22,Montreal,,
2024-07-22,Calgary,,54.3
2024-07-22,Ottawa,-5.1,31.7
2024-07-22,Edmonton,14.6,
2024-07-22,Quebec City,13.5,73.8
2024-07-22,Winnipeg,27.7,7.1
2024-07-22,Halifax,30.0,97.7
2024-07-22,Victoria,30.8,
2024-07-23,Toronto,-0.4,63.5
2024-07-23,Vancouver,,
2024-07-23,Montreal,15.1,
2024-07-23,Calgary,-3.6,92.7
2024-07-23,Ottawa,13.9,
2024-07-23,Edmonton,-3.1,33.3
2024-07-23,Quebec City,8.6,
2024-07-23,Winnipeg,20.8,16.8
2024-07-23,Halifax,32.6,49.2
2024-07-23,Victoria,6.5,87.9
2024-07-24,Toronto,27.3,34.2
2024-07-24,Vancouver,24.3,42.4
2024-07-24,Montreal,18.1,
2024-07-24,Calgary,19.7,21.7
2024-07-24,Ottawa,1.2,32.4
2024-07-24,Edmonton,-1.8,10.9
2024-07-24,Quebec City,,
2024-07-24,Winnipeg,,
2024-07-24,Halifax,12.1,31.1
2024-07-24,Victoria,24.9,41.0
2024-07-25,Toronto,-7.7,6.1
2024-07-25,Vancouver,-1.6,39.4
2024-07-25,Montreal,12.5,
2024-07-25,Calgary,28.8,2.0
2024-07-25,Ottawa,29.5,2.7
2024-07-25,Edmonton,,31.4
2024-07-25,Quebec City,4.2,98.3
2024-07-25,Winnipeg,0.1,
2024-07-25,Halifax,,
2024-07-25,Victoria,25.3,34.4
2024-07-26,Toronto,4.2,61.2
2024-07-26,Vancouver,31.3,3.0
2024-07-26,Montreal,15.1,52.4
2024-07-26,Calgary,26.7,
2024-07-26,Ottawa,,7.1
2024-07-26,Edmonton,32.3,17.5
2024-07-26,Quebec City,12.7,45.0
2024-07-26,Winnipeg,,26.7
2024-07-26,Halifax,1.4,
2024-07-26,Victoria,15.6,
2024-07-27,Toronto,-7.8,33.4
2024-07-27,Vancouver,24.3,41.6
2024-07-27,Montreal,-4.1,
2024-07-27,Calgary,-6.2,71.7
2024-07-27,Ottawa,-4.2,22.4
2024-07-27,Edmonton,-7.0,66.9
2024-07-27,Quebec City,26.2,
2024-07-27,Winnipeg,33.0,
2024-07-27,Halifax,32.3,
2024-07-27,Victoria,15.7,39.1
2024-07-28,Toronto,31.1,
2024-07-28,Vancouver,,
2024-07-28,Montreal,19.8,
2024-07-28,Calgary,-2.2,36.8
2024-07-28,Ottawa,32.7,
2024-07-28,Edmonton,1.9,13.4
2024-07-28,Quebec City,12.3,35.9
2024-07-28,Winnipeg,5.4,
2024-07-28,Halifax,0.5,
2024-07-28,Victoria,5.8,58.5
2024-07-29,Toronto,-8.4,
2024-07-29,Vancouver,4.4,75.9
2024-07-29,Montreal,-8.8,58.9
2024-07-29,Calgary,,80.3
2024-07-29,Ottawa,6.7,67.3
2024-07-29,Edmonton,,
2024-07-29,Quebec City,13.9,15.1
2024-07-29,Winnipeg,,97.7
2024-07-29,Halifax,-6.7,4.8
2024-07-29,Victoria,31.2,37.2
2024-07-30,Toronto,10.1,
2024-07-30,Vancouver,,93.1
2024-07-30,Montreal,10.5,82.9
2024-07-30,Calgary,30.1,
2024-07-30,Ottawa,-0.7,
2024-07-30,Edmonton,,94.4
2024-07-30,Quebec City,,48.1
2024-07-30,Winnipeg,11.9,46.6
2024-07-30,Halifax,-3.1,37.3
2024-07-30,Victoria,12.9,36.8
2024-07-31,Toronto,,6.8
2024-07-31,Vancouver,,12.8
2024-07-31,Montreal,20.9,81.0
2024-07-31,Calgary,20.4,53.2
2024-07-31,Ottawa,1.0,
2024-07-31,Edmonton,10.4,80.1
2024-07-31,Quebec City,16.9,
2024-07-31,Winnipeg,28.3,13.8
2024-07-31,Halifax,20.7,
2024-07-31,Victoria,24.0,16.5
2024-08-01,Toronto,34.7,65.3
2024-08-01,Vancouver,0.3,98.7
2024-08-01,Montreal,,52.1
2024-08-01,Calgary,-5.0,76.9
2024-08-01,Ottawa,4.8,76.2
2024-08-01,Edmonton,-8.5,83.1
2024-08-01,Quebec City,24.0,48.5
2024-08-01,Winnipeg,21.2,87.7
2024-08-01,Halifax,13.6,84.3
2024-08-01,Victoria,0.1,19.6
2024-08-02,Toronto,2.7,16.9
2024-08-02,Vancouver,20.1,84.7
2024-08-02,Montreal,11.4,48.1
2024-08-02,Calgary,24.2,
2024-08-02,Ottawa,,
2024-08-02,Edmonton,1.4,
2024-08-02,Quebec City,,45.7
2024-08-02,Winnipeg,-2.6,37.0
2024-08-02,Halifax,11.4,
2024-08-02,Victoria,22.9,11.8
2024-08-03,Toronto,18.8,
2024-08-03,Vancouver,,6.4
2024-08-03,Montreal,31.8,39.1
2024-08-03,Calgary,8.1,
2024-08-03,Ottawa,,
2024-08-03,Edmonton,3.0,0.6
2024-08-03,Quebec City,15.8,99.1
2024-08-03,Winnipeg,10.4,11.1
2024-08-03,Halifax,-1.8,68.2
2024-08-03,Victoria,4.9,83.4
2024-08-04,Toronto,-2.5,95.9
